"ref_area.label","source.label","indicator.label","time","obs_value","note_indicator.label","note_source.label"
"Tunisia","ADM - Other Administrative records and related sources","Trade union density rate (%)","2018",36.594,,
"Tunisia","ADM - Other Administrative records and related sources","Trade union density rate (%)","2017",36.848,,
"Tunisia","ADM - Other Administrative records and related sources","Trade union density rate (%)","2016",27.224,,
"Tunisia","ADM - Other Administrative records and related sources","Trade union density rate (%)","2011",20.38,,
"Türkiye","ADM - Records from the Ministry of Labour and Social Security","Trade union density rate (%)","2019",9.853,,
"Türkiye","ADM - Records from the Ministry of Labour and Social Security","Trade union density rate (%)","2018",9.225,,
"Türkiye","ADM - Records from the Ministry of Labour and Social Security","Trade union density rate (%)","2017",8.561,,
"Türkiye","ADM - Records from the Ministry of Labour and Social Security","Trade union density rate (%)","2016",8.158,,
"Türkiye","ADM - Records from the Ministry of Labour and Social Security","Trade union density rate (%)","2015",7.996,,
"Türkiye","ADM - Records from the Ministry of Labour and Social Security","Trade union density rate (%)","2014",6.944,,
"Türkiye","ADM - Records from the Ministry of Labour and Social Security","Trade union density rate (%)","2013",6.312,,
"Taiwan, China","ADM - Administrative Records","Trade union density rate (%)","2017",32.227,,
"Taiwan, China","ADM - Administrative Records","Trade union density rate (%)","2010",39.695,,
"Taiwan, China","ADM - Administrative Records","Trade union density rate (%)","2009",40.279,,
"Taiwan, China","ADM - Administrative Records","Trade union density rate (%)","2008",38.512,,
"Taiwan, China","ADM - Administrative Records","Trade union density rate (%)","2007",39.133,,
"Taiwan, China","ADM - Administrative Records","Trade union density rate (%)","2006",39.578,,
"Taiwan, China","ADM - Administrative Records","Trade union density rate (%)","2005",40.797,,
"Taiwan, China","ADM - Administrative Records","Trade union density rate (%)","2004",41.653,,
"Tanzania, United Republic of","ADM-RWO - Trade unions records","Trade union density rate (%)","2015",24.3,,"Geographical coverage: Total national, excluding overseas territories"
"Tanzania, United Republic of","ADM-RWO - Trade unions records","Trade union density rate (%)","2014",25.3,,"Geographical coverage: Total national, excluding overseas territories"
"Tanzania, United Republic of","ADM-RWO - Trade unions records","Trade union density rate (%)","2013",27.5,,"Geographical coverage: Total national, excluding overseas territories"
"Tanzania, United Republic of","ADM-RWO - Trade unions records","Trade union density rate (%)","2012",31.5,,"Geographical coverage: Total national, excluding overseas territories"
"Tanzania, United Republic of","ADM-RWO - Trade unions records","Trade union density rate (%)","2011",34.1,,"Geographical coverage: Total national, excluding overseas territories"
"Tanzania, United Republic of","ADM-RWO - Trade unions records","Trade union density rate (%)","2010",35.4,,"Geographical coverage: Total national, excluding overseas territories"
"Uganda","LFS - National Labour Force Survey","Trade union density rate (%)","2017",10.256,,
"Uganda","LFS - National Labour Force Survey","Trade union density rate (%)","2012",10.71,,
"Ukraine","ADM-RWO - Annual reports of trade unions","Trade union density rate (%)","2019",36.637,,
"Ukraine","ADM-RWO - Annual reports of trade unions","Trade union density rate (%)","2018",38.8,,
"Ukraine","ADM-RWO - Annual reports of trade unions","Trade union density rate (%)","2017",39.1,,
"Ukraine","ADM-RWO - Annual reports of trade unions","Trade union density rate (%)","2016",41.2,,
"Ukraine","ADM-RWO - Annual reports of trade unions","Trade union density rate (%)","2015",43.8,,
"Ukraine","ADM-RWO - Annual reports of trade unions","Trade union density rate (%)","2014",46.8,,
"Ukraine","ADM-RWO - Annual reports of trade unions","Trade union density rate (%)","2012",54.67,,
"Ukraine","ADM-RWO - Annual reports of trade unions","Trade union density rate (%)","2011",55.291,,
"Ukraine","ADM-RWO - Annual reports of trade unions","Trade union density rate (%)","2010",56.499,,
"Ukraine","ADM-RWO - Annual reports of trade unions","Trade union density rate (%)","2009",56.84,,
"Ukraine","ADM-RWO - Annual reports of trade unions","Trade union density rate (%)","2008",56.947,,
"Uruguay","ADM-RWO - Administrative Records of the Workers' National Central Union","Trade union density rate (%)","2013",30.096,,
"Uruguay","ADM-RWO - Administrative Records of the Workers' National Central Union","Trade union density rate (%)","2012",29.2,,
"Uruguay","ADM-RWO - Administrative Records of the Workers' National Central Union","Trade union density rate (%)","2011",28.1,,
"Uruguay","ADM-RWO - Administrative Records of the Workers' National Central Union","Trade union density rate (%)","2010",28.786,,
"Uruguay","ADM-RWO - Administrative Records of the Workers' National Central Union","Trade union density rate (%)","2009",16.606,,
"United States of America","LFS - Current Population Survey","Trade union density rate (%)","2020",10.293,,
"United States of America","LFS - Current Population Survey","Trade union density rate (%)","2019",9.851,,
"United States of America","LFS - Current Population Survey","Trade union density rate (%)","2018",10.1,,
"United States of America","LFS - Current Population Survey","Trade union density rate (%)","2017",10.307,,
"United States of America","LFS - Current Population Survey","Trade union density rate (%)","2016",10.267,,
"United States of America","LFS - Current Population Survey","Trade union density rate (%)","2015",10.625,,
"United States of America","LFS - Current Population Survey","Trade union density rate (%)","2014",10.649,,
"United States of America","LFS - Current Population Survey","Trade union density rate (%)","2013",10.806,,
"United States of America","LFS - Current Population Survey","Trade union density rate (%)","2012",10.814,,
"United States of America","LFS - Current Population Survey","Trade union density rate (%)","2011",11.328,,
"United States of America","LFS - Current Population Survey","Trade union density rate (%)","2010",11.383,,
"United States of America","LFS - Current Population Survey","Trade union density rate (%)","2009",11.794,,
"United States of America","LFS - Current Population Survey","Trade union density rate (%)","2008",11.91,,
"United States of America","LFS - Current Population Survey","Trade union density rate (%)","2007",11.564,,
"United States of America","LFS - Current Population Survey","Trade union density rate (%)","2006",11.485,,
"United States of America","LFS - Current Population Survey","Trade union density rate (%)","2005",11.96,,
"United States of America","LFS - Current Population Survey","Trade union density rate (%)","2004",12.021,,
"United States of America","LFS - Current Population Survey","Trade union density rate (%)","2003",12.391,,
"United States of America","LFS - Current Population Survey","Trade union density rate (%)","2002",12.769,,
"United States of America","LFS - Current Population Survey","Trade union density rate (%)","2001",12.87,,
"United States of America","LFS - Current Population Survey","Trade union density rate (%)","2000",12.909,,
"Saint Vincent and the Grenadines","ADM-IR - National Insurance Services Records","Trade union density rate (%)","2010",4.9,,
"Saint Vincent and the Grenadines","ADM-IR - National Insurance Services Records","Trade union density rate (%)","2009",5.3,,
"Venezuela (Bolivarian Republic of)","ADM-LIR - Administrative Records of the Ministry of Popular Power for Labour and Social Security","Trade union density rate (%)","2012",0.2,,
"Venezuela (Bolivarian Republic of)","ADM-LIR - Administrative Records of the Ministry of Popular Power for Labour and Social Security","Trade union density rate (%)","2011",0.2,,
"Viet Nam","LFS - Labour Force Survey","Trade union density rate (%)","2018",49.613,,
"Viet Nam","ADM-RWO - Vietnam General Confederation of Labour Records","Trade union density rate (%)","2012",13.961,,
"Samoa","LFS - Labour Force Survey","Trade union density rate (%)","2014",11.818,,
"Samoa","ADM - Administrative Records of the National statistical Office","Trade union density rate (%)","2013",11.818,,
"Samoa","LFS - Labour Force Survey","Trade union density rate (%)","2012",11.765,,
"South Africa","LFS - Quarterly Labour Force Survey","Trade union density rate (%)","2019",29.057,,
"South Africa","LFS - Quarterly Labour Force Survey","Trade union density rate (%)","2018",29.324,,
"South Africa","LFS - Quarterly Labour Force Survey","Trade union density rate (%)","2017",28.738,,
"South Africa","LFS - Quarterly Labour Force Survey","Trade union density rate (%)","2016",27.969,,
"South Africa","LFS - Quarterly Labour Force Survey","Trade union density rate (%)","2015",27.265,,
"South Africa","LFS - Quarterly Labour Force Survey","Trade union density rate (%)","2014",28.87,,
"South Africa","LFS - Quarterly Labour Force Survey","Trade union density rate (%)","2013",28.613,,
"South Africa","LFS - Quarterly Labour Force Survey","Trade union density rate (%)","2012",29.644,,
"South Africa","LFS - Quarterly Labour Force Survey","Trade union density rate (%)","2011",29.205,,
"South Africa","LFS - Quarterly Labour Force Survey","Trade union density rate (%)","2010",29.874,,
"Zambia","LFS - Labour Force Survey","Trade union density rate (%)","2019",23.918,,
"Zambia","LFS - Labour Force Survey","Trade union density rate (%)","2018",25.387,,
